,c x e^(e) x e^(i),e^(b) x (1 + c)^(1/2) x e^(c),(1 + c)^(1/2) x e^(c) x e^(e),(1 + c)^(1/2) x e^(c) x e^(g),(1 + c)^(1/2) x e^(c) x e^(h),(1 + c)^(1/2) x e^(c) x e^(i),e^(c) x e^(i) x e^(j)
0,0.2695806091757049,1.7827759320792458,0.5845368128238184,1.7812581137451338,1.2722257653425355,3.8112773133997835,9.273944804949343
1,-0.2338921011847775,0.8060357217634416,0.2764194578674943,0.6903069765003738,0.6016181506895713,1.5646924297852116,4.5579143252183485
2,-0.29271003432013576,0.3843396840267579,0.2290445226174223,0.3456559659935578,0.4985081122209728,1.125594517389616,3.2965501591688127
3,-0.2225002772327824,0.3864017535982005,0.24759536202686225,0.36170439062963416,0.5388834236601423,1.0563461450548042,2.7808207416185997
4,-0.31775349476738296,0.2426490799486081,0.1700906727735574,0.2515267046963645,0.3701969347346953,0.6300078103928033,1.8338958159342784
5,-0.2114616659950612,0.4936582714912633,0.2717268071132571,0.4983493086643633,0.5914047457057965,1.335348258143428,3.640167107938717
6,-0.2833079450152848,0.3003150132073293,0.2127054967168501,0.25156853752915265,0.4629467424744069,0.9074912779038024,2.553000481787881
7,-0.2586275548801709,0.2441399320887199,0.20480357649135575,0.2179457059322536,0.4457484646482588,0.7585827646040857,2.0181405500855503
8,0.2658634318954833,1.7742554097273342,0.5817431028070067,1.6747450642981017,1.2661453444241109,3.7930618590884357,9.2422906691191
9,0.2361260136537104,1.6838818470298706,0.5597917310050644,1.5536992723793914,1.2183688824830183,3.649935261222713,8.992916309417186
10,0.2584290773350401,1.7452196098948614,0.5761891402189325,1.5543785325534998,1.2540573216524364,3.7568490985795817,9.179306157520006
11,0.32162109109880754,1.9123097943653875,0.6248466050343641,1.6652245646766513,1.3599587448928192,4.07410386801443,9.728656763261457
12,0.2584290773350401,1.7512575635238836,0.5761891402189325,1.5670577710498743,1.2540573216524364,3.7568490985795817,9.179306157520006
13,0.2732977864559265,1.8351659175989945,0.5873417347638771,1.690862627516897,1.2783305886549945,3.8295658713168783,9.3057073537641
14,0.2472775454943752,1.7261888670155168,0.5679411754486906,1.5383642750607105,1.2361058888904035,3.703070995437225,9.085633277493391
15,0.1913594490272667,3.1746908027433847,0.8758294637245789,5.153712445360139,1.906214947205361,1.8428574298397609,1.4460279628020152
16,-0.13146704783887606,1.1591937629357114,0.8423826840965363,1.7077144967514706,0.7106014855736825,0.6869829812553416,0.6736561392803291
17,-0.24288750047813065,0.998702631405894,0.6891130797446401,1.4549143132722857,0.5813091691455987,0.5619879977147899,0.5956380756334606
18,-0.12527702269225074,1.2088029949197174,0.8515486500760426,1.4496348322278148,0.7183335403330237,0.6944580430693672,0.6782784824280781
19,-0.09123188438581192,0.7770976402765701,0.9032766661708844,0.9756403299853552,0.7619692961204272,0.7366434623356377,0.704274173512583
20,-0.16860719871862767,1.070671257855197,0.7888770076495383,1.5607397058915644,0.6654661641957987,0.6433478379723749,0.6465761267451704
21,-0.18098724901187815,0.5105621206183103,0.7715946594605341,0.6170411198207998,0.6508874429932383,0.6292536747065328,0.637793560006662
22,-0.2831226639311949,0.9099638653435628,0.638819470622809,1.3652663763328967,0.5388834236601423,0.5209723712247197,0.5697429517233782
23,-0.16551218614531496,1.1182807197484848,0.7932400884339051,1.6747561357441183,0.6691466905712599,0.6469060334354225,0.6487906003289725
24,-0.21812739989162971,0.9823945632900991,0.7213385870863357,1.468280759986918,0.6084933620577957,0.588268660321011,0.6121551718250073
25,-0.2800276513578823,0.9507931057952906,0.6425999456244672,1.3845484326211224,0.5420724863071668,0.5240554379071574,0.5716942775827168
26,-0.17170221129194022,0.5281644734940996,0.7845310000471216,0.7086932068096949,0.6618000400969827,0.6398035660925836,0.644369211676012
27,-0.2212224124649423,0.9768338845834874,0.7172555716958243,1.4659122786866792,0.6050490880278405,0.5849388648035577,0.6100657435002029
28,-0.15313213585206456,0.5554016317222175,0.8108646660689838,0.7848495046229821,0.6840141033119762,0.6612792929001495,0.6577245988890182
29,-0.16860719871862767,1.0930896513524149,0.7888770076495383,1.6587926899451806,0.6654661641957987,0.6433478379723749,0.6465761267451704
30,-0.18717727415850344,0.5049110631308942,0.7630544141083833,0.6102115202492839,0.6436832219794708,0.6222889028475705,0.6334471141615547
31,-0.2119373747450045,0.5154834037114971,0.729552339656654,0.6563575820927514,0.6154221663753522,0.5949671696025769,0.6163555213785159
32,0.023283580826755402,0.9099125390396868,1.0948238475301473,1.4429608172787642,0.9235510975997951,0.8928547142826968,0.7992496719775338
33,-0.2026523370250665,0.4978048944816535,0.7419933716629462,0.5210428419852152,0.625916940297756,0.6051131251390943,0.6227101468674022
34,-0.16860719871862767,0.5384782099624615,0.7888770076495383,0.6082151191288062,0.6654661641957987,0.6433478379723749,0.6465761267451704
35,-0.17170221129194022,0.5429610842453236,0.7845310000471216,0.6428648137838815,0.6618000400969827,0.6398035660925836,0.644369211676012
36,-0.19336729930512864,1.0491850431370544,0.7545806544198378,1.3432597940077369,0.6365350857027465,0.6153783516180878,0.6291302885457333
37,0.01709355568013014,0.8791800172202188,1.083732220433402,1.2390489478491815,0.9141946295227836,0.8838092303313417,0.7938029324150744
38,-0.13146704783887606,0.5850162977931427,0.8423826840965363,0.8220072748491959,0.7106014855736825,0.6869829812553416,0.6261038859576826
39,-0.22741243761156754,0.4349013807524304,0.7091368981067879,0.5249729272687681,0.5982004886653732,0.5783178946775905,0.563138213271629
40,-0.02933163291955927,0.7781985532342156,1.0033069320512418,0.955466334715108,0.8463509635963538,0.818220507504787,0.7008862946896727
41,-0.17789223643856547,0.531445671924783,0.775889901444554,0.5426369946661087,0.6545107431777815,0.6327565460251187,0.5948029870822552
42,-0.15313213585206456,0.5631277255701372,0.8108646660689838,0.6698632326402705,0.6840141033119762,0.6612792929001495,0.6112969261948761
43,-0.03242664549287196,0.7931155225786686,0.998114271529817,0.9543901555353558,0.8419706358067793,0.8139857701662802,0.6984940063549583
44,-0.05099672093274775,0.7426047722355492,0.9673885636380928,0.9101022725955557,0.8160516157635563,0.7889282294462022,0.6843107783951227
45,0.4565853410905234,5.502111717655616,2.1399011131702377,0.7472060509929449,3.1569657075056465,1.745139915707058,1.2899302034949451
46,0.4318252405040224,5.304761565067512,2.0631469807791305,0.7204052087444992,3.0437314265490394,1.6825451073269897,1.2551254640561054
47,0.2275544106653889,3.9098684034408655,1.5153972716008919,0.5291431477975522,2.2356440632923045,1.2358422782005902,1.001578062577996
48,0.1399280965155463,2.9610722670849583,2.9713167182356743,0.4037607436756662,1.6989846961188722,0.9391822034440541,0.7686691173884951
49,0.4753159634517622,3.642542394824584,3.6551445349489553,0.4966834624581349,2.0899941729093885,1.1553284364375092,0.8873696206042567
50,0.1399280965155463,2.9610722670849583,2.9713167182356743,0.4037607436756662,1.6989846961188722,0.9391822034440541,0.7686691173884951
51,-1.2010217057835963,0.0,0.0,0.0,0.0,0.0,0.4090776904037247
52,-1.1640642938208077,0.05092856201711448,0.07011382543223421,0.049035765829993326,0.059145314180852525,0.07586419158553317,0.4218613618996489
53,-1.143532398285925,0.06328910555944763,0.08895509863902573,0.06400721149701348,0.07503908429699056,0.09625072664425584,0.4291352302767249
